rank,restaurant name,general rating,number of reviews,tags,address,phone number,website url,menu url,timetable,email address,travelers choice,michelin,food rating,service rating,value rating,atmosphere rating,description,dutch description,price range,cuisines,special diets,meals,restaurant features,id
#2,De Graankorrel,3.5 of 5 bubbles,44 reviews,$$ - $$$|Belgian|Seafood|European,"Geensbeekstraat 1, Moorsel 9310 Belgium",+32 53 39 62 04,http://www.eethuisdegraankorrel.be/,,True,info@brasseriedegraankorrel.be,False,False,4.0,4.0,4.0,-1.0,,,No pricing available,"Belgian, Seafood, European, Thai",Vegetarian Friendly,"Lunch, Dinner, Brunch, Drinks","Seating, Table Service, Reservations, Outdoor Seating, Private Dining, Parking Available, Street Parking, Validated Parking, Free off-street parking, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Cash Only, Free Wifi, Accepts Credit Cards, Live Music, Dog Friendly, Family style, Gift Cards Available",7261390
#28,Luigi's,4.5 of 5 bubbles,5 reviews,Italian|Belgian|European,"Stationsplein 33, Lokeren 9160 Belgium",+32 9 348 95 25,https://www.facebook.com/Luigis-Taverne-219822551776964/,,True,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,"Italian, Belgian, European",,"Lunch, Dinner",,15117678
#7,La Chine,4.0 of 5 bubbles,22 reviews,$|Chinese|Asian|Vegetarian Friendly,"Grote Markt, Zelzate 9060 Belgium",+32 9 345 60 66,,,False,,False,False,4.0,4.5,4.5,-1.0,,,No pricing available,"Chinese, Asian",Vegetarian Friendly,Dinner,"Takeout, Table Service, Reservations, Seating, Wheelchair Accessible",8803168
#6,Dynasty Zhu,3.5 of 5 bubbles,43 reviews,$$ - $$$|Chinese|Japanese|Asian,"Nieuwe Baan 128c, Belsele 9111 Belgium",+32 3 296 39 78,http://www.dynastyzhu.be/index.php,http://www.dynastyzhu.be/Japanese-Menu,False,,False,False,4.0,3.5,4.0,4.0,,,No pricing available,"Chinese, Japanese, Asian",,"Dinner, Lunch","Reservations, Seating, Serves Alcohol, Table Service, Takeout",3931263
#20,Cocoon,4.5 of 5 bubbles,8 reviews,$$ - $$$,"Tolpoortstraat 14, Deinze 9800 Belgium",+32 9 380 14 71,,,False,,False,False,4.0,4.5,4.0,-1.0,,,No pricing available,,,,Reservations,10071795
#527,Restaurant Gok 's 2,3.5 of 5 bubbles,60 reviews,$|Turkish|Halal,"Sleepstraat 65/A, 9000 Gent, Ghent Belgium",+32 9 223 38 98,http://www.gok2.be/,,False,,False,False,3.5,3.5,4.0,-1.0,,,No pricing available,Turkish,Halal,Dinner,"Reservations, Seating, Serves Alcohol, Table Service",7077340
#528,Foodmaker Gent,4.0 of 5 bubbles,10 reviews,$$ - $$$,"Woodrow Wilsonplein 4, Ghent 9000 Belgium",+32 14 53 81 52,http://foodmaker.be/,http://www.foodmaker.be/,True,gent@thefoodmaker.com,False,False,-1.0,-1.0,-1.0,-1.0,"Foodmaker is a Belgian concept that brings delicious and honest food to people. We only work with quality ingredients and vegetables, preferably organic from our own fields. We constantly innovate with seasonal products and that's why we can say ""great food for great people"".",,€4 - €9,,,"Breakfast, Lunch, Brunch, Drinks","Takeout, Outdoor Seating, Buffet, Seating, Serves Alcohol, Wine and Beer, Free Wifi, Accepts Credit Cards, Family style",11933774
#529,Keurslager Harry en Rika,4.5 of 5 bubbles,5 reviews,,"Bijlokevest 2, Ghent 9000 Belgium",+32 9 225 56 68,,,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,,,,,12861494
#38,Tandoori Home,3.5 of 5 bubbles,11 reviews,$$ - $$$|Indian,"Louisemariekaai 1, Oudenaarde 9700 Belgium",+32 55 60 97 42,https://www.facebook.com/Tandoori-Home-2190590954541672/,,False,,False,False,4.0,4.0,3.5,-1.0,,,No pricing available,Indian,,,Reservations,17371022
#6,Brasserie Mistral,3.5 of 5 bubbles,31 reviews,$$ - $$$|French|Belgian|Vegetarian Friendly,"Polenlaan 44, Stekene 9190 Belgium",+32 3 297 10 59,http://www.brasseriemistral.be/,http://www.brasseriemistral.be/#menu,True,info@brasseriemistral.be,False,False,3.5,3.5,3.5,-1.0,"Iedereen is welkom in Brasserie Mistral! Of je nu graag eens lekker uitgebreid wilt tafelen of liever enkel een koffietje drinkt, bij ons kan je steeds terecht. Op zaterdagochtend doen wij vroeger open op reservatie en kunnen jullie komen genieten van ons lekker ""Ontbijt Mistral"". Brasserie Mistral ligt in het centrum van Stekene, maar beschikt over een prachtige tuin met gezellig zomerterras.",,€5 - €40,"Belgian, French",Vegetarian Friendly,"Lunch, Dinner, Drinks, Breakfast, Brunch","Reservations, Parking Available, Street Parking, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Takeout, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Table Service",11916058
#23,Oriental Plaza,5.0 of 5 bubbles,3 reviews,$$ - $$$|Chinese|Asian,Zottegem 9620 Belgium,+32 9 360 33 96,http://oriental-plaza.be/,,False,orientalplazazottegem@gmail.com,False,False,-1.0,-1.0,-1.0,-1.0,,,€3 - €20,"Chinese, Asian",,,,23306006
#530,Salt 'n Pepper,3.5 of 5 bubbles,78 reviews,$$ - $$$|Indian,"Maria Hendrikaplein 38, Ghent 9000 Belgium",+32 9 222 57 38,http://www.saltnpepper.be/,http://saltnpepper.be/menu/,True,saltnpepper@live.be,False,False,3.5,3.5,3.5,3.0,,,No pricing available,Indian,,"Lunch, Dinner, Late Night","Takeout, Reservations, Seating, Serves Alcohol, Table Service",3589154
#23,Table Onze,5.0 of 5 bubbles,3 reviews,French|Belgian|European|Contemporary,"Lavendelstraat 11, Ninove 9400 Belgium",+32 493 50 14 71,,,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,"French, Belgian, European, Contemporary",,,,23759122
#18,Swaffaar,5.0 of 5 bubbles,3 reviews,Belgian|European,"Geemstraat 22, Hamme 9220 Belgium",,,,True,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,"Belgian, European",,Dinner,,23749660
#2,Ristorante Volpe,3.5 of 5 bubbles,117 reviews,$$ - $$$|Italian|Mediterranean|European,"Steenweg op Aalst 91, Elene 9620 Belgium",+32 9 339 02 00,http://volpe-zottegem.be/,https://www.volpe-zottegem.be/suggestiemenus/,True,info@volpe-zottegem.be,False,False,3.5,3.0,3.0,-1.0,,,No pricing available,"Italian, European, Mediterranean",,"Lunch, Dinner","Reservations, Seating, Parking Available, Wheelchair Accessible, Serves Alcohol, Table Service, Outdoor Seating",2666844
#24,Lovd Wijnbar,4.0 of 5 bubbles,5 reviews,Bar|Pub,"Graanmarkt 39, Ninove 9400 Belgium",,http://www.lovd.be/,,True,hello@lovd.be,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,"Bar, Pub",,"Lunch, Dinner",,23702701
#35,Cafe de Rust,4.0 of 5 bubbles,11 reviews,$|Belgian|Dutch|Cafe,"Sint-Onolfsdijk 89, Dendermonde 9200 Belgium",+32 52 21 60 13,,,False,,False,False,4.0,3.5,4.5,-1.0,,,No pricing available,"Dutch, Cafe, Belgian, European",,,"Seating, Wheelchair Accessible",7258900
#531,Te Gusta,5.0 of 5 bubbles,3 reviews,$$ - $$$|Spanish,"Victor Braeckmanlaan 45, Ghent 9040 Belgium",+32 9 228 18 92,,,True,,False,False,-1.0,-1.0,-1.0,-1.0,"Hola! Bij Te Gusta dompelen wij u volledig in de Spaanse sfeer! Geniet er van de typische Spaanse keuken met specialiteiten zoals alleen Spanjaarden ze kunnen klaar maken. Aangevuld met één van onze huiswijnen, sangria of een verfrissende San Miguel!",,€5 - €20,Spanish,,"Dinner, Late Night, Drinks","Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Digital Payments",21293720
#9,Loods35,4.5 of 5 bubbles,4 reviews,American|Belgian|European,"Dijkstraat 35, Zele 9240 Belgium",+32 52 51 93 66,http://www.loods35.be/,,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,"American, Belgian, European",,,,21139143
#8,Vege•ta•ble,5.0 of 5 bubbles,3 reviews,$$ - $$$|International,"Kortrijkstraat 58, Wortegem-Petegem 9790 Belgium",+32 55 61 33 33,http://vege-ta-ble.be/,https://www.ayuryoga.be/vege%25E2%2580%25A2ta%25E2%2580%25A2ble/#menu,True,info@ayuryoga.be,False,False,-1.0,-1.0,-1.0,-1.0,"Vegetarian Restaurant. Enjoy life, nature and its varied products. We mix all those ingredients into a unique cocktail that you can enjoy with you. For us, these dishes are, in addition to a soothing interior, lounge music and cool, informal service, the engine of relaxing and intense enjoyment.","Geniet van het leven, van de natuur en haar gevarieerde producten. Al die ingrediënten mengen wij in een unieke cocktail waarvan jullie kunnen meegenieten. Deze gerechtjes zijn voor ons, naast een rustgevend interieur, lounge muziek en toffe, informele bediening, de motor van ontspannend en intens genieten.",€29 - €50,International,,"Breakfast, Lunch, Dinner, Drinks","Reservations, Private Dining, Parking Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Non-smoking restaurants",21343255
#532,Barvatar Gent,5.0 of 5 bubbles,3 reviews,Belgian|Bar|European|Pub,"Woodrow Wilsonplein 4 Bus 272 Gelegen In Shoppingcenter Gent Zuid, Ghent 9000 Belgium",+32 473 53 47 24,http://www.barvatar.com/,,True,hello@barvatar.com,False,False,-1.0,-1.0,-1.0,-1.0,Bar / bistro in centrum Gent met een sterke link naar esports en gaming culture.,Bar / bistro in centrum Gent met een sterke link naar esports en gaming culture.,No pricing available,"Belgian, Bar, European, Pub, Diner",,"Lunch, Dinner",,23693058
#7,'t Cuisintje,3.5 of 5 bubbles,44 reviews,$$ - $$$|Belgian|European|Central European,"Dorp 29, Berlare 9290 Belgium",+32 52 42 73 61,,,False,,False,False,3.5,3.0,3.5,3.5,,,No pricing available,"Belgian, European, Central European",,"Lunch, Dinner","Reservations, Seating, Table Service, Outdoor Seating",2254545
#9,Café 't Eeksken,4.0 of 5 bubbles,9 reviews,$$ - $$$|German|Belgian|Dutch,"Eeksken 63, Lovendegem 9920 Belgium",+32 474 21 80 92,http://www.cafeeeksken.be/contact.html,,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,"German, Belgian, European, Dutch",,,Reservations,10478240
#29,Bistro Den Bascuul,3.5 of 5 bubbles,23 reviews,$$ - $$$|Belgian|European,"Amand De Vosstraat 9, Lokeren 9160 Belgium",+32 471 84 84 35,http://www.bistrodenbascuul.be/,http://www.bistrodenbascuul.be/menukaart/,True,ronny@bistrodenbascuul.be,False,False,3.5,3.5,3.0,-1.0,,,€13 - €32,"Belgian, European",,"Lunch, Dinner","Outdoor Seating, Seating, Wheelchair Accessible, Table Service, Reservations",7193365
#13,Tafel van de Heilige Geest,4.0 of 5 bubbles,18 reviews,$$ - $$$|Belgian|European,"Leurshoek 76, Beveren 9120 Belgium",+32 3 296 18 50,http://www.heiligegeest.be/,https://cdn.website.dish.co/media/bd/12/1031177/Tafel-van-de-Heilige-Geest-menukaart.pdf,False,info@heiligegeest.be,False,False,4.0,4.0,4.0,-1.0,"Open van donderdag tot en met zondag vanaf 17u en zondagmiddag om 12u. Wenst u te komen eten, gelieve vooraf te reserveren, dan bent u zeker van een plaatsje.","Klassieke kaart, maar kijk vooral naar ons suggestiemenu. We werken rond thema's: Latijns-Amerika, Midden-Oosten, BBQ... We serveren ook graag gerechten met lokale en bio-ingrediënten.",€19 - €25,"Belgian, European",,"Lunch, Dinner","Reservations, Outdoor Seating, Parking Available, Street Parking, Free off-street parking, Highchairs Available, Serves Alcohol, Full Bar, Wine and Beer, Accepts Visa, Digital Payments, Free Wifi, Seating, Wheelchair Accessible, Table Service",7331907
#4,'t veldcafe,4.5 of 5 bubbles,6 reviews,Belgian|European,"Eksaardsedam 11, Moerbeke 9180 Belgium",+32 9 346 91 89,,,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,"Belgian, European",,,,8025180
#10,Bistro 34,4.0 of 5 bubbles,13 reviews,$|Belgian|Dutch|Cafe,"Hoeksken 34, Evergem 9940 Belgium",+32 9 286 30 97,,,True,,False,False,4.0,3.5,4.0,-1.0,,,No pricing available,"Belgian, Cafe, Dutch, European",,"Breakfast, Lunch, Dinner","Reservations, Seating, Table Service",17862886
#4,Bistro Onder den Toren,4.0 of 5 bubbles,13 reviews,$$ - $$$|French|Steakhouse|Belgian,"Dorp 91/1, Oosterzele 9860 Belgium",+32 9 362 38 79,http://www.onder-den-toren.be/en,https://www.onder-den-toren.be/en/372-menu-cards,False,info@onder-den-toren.be,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,"French, Steakhouse, Belgian, Deli, Wine Bar, European",,Dinner,"Reservations, Table Service, Seating",13337744
#14,T Wit Huis Verrebroek,5.0 of 5 bubbles,3 reviews,International,"Verrebroekstraat 16 9130 Verrebroek, Beveren 9130 Belgium",+32 468 05 47 46,,,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,International,,,,23417722
#24,Visa Versa,3.5 of 5 bubbles,22 reviews,$$ - $$$|Italian|European|Vegetarian Friendly,"Laurens De Metsstraat 76, Zottegem 9620 Belgium",+32 488 27 79 00,,,True,info@visaversazottegem.be,False,False,3.5,3.0,3.0,-1.0,,"Lekker Italiaanse keuken? Kom naar het vernieuwde Visa Versa en laat u verrassen met onze vernieuwde kaart. In het uniek warm interieur komt u tot rust bij heerlijke bruschetta's, een lekkere vitello tonnato of een overheerlijke pasta . Proef zeker onze steenoven gebakken pizza's. Alle gerechten worden dagvers bereid! Onze Pizza's worden beried in een steenoven.",€12 - €40,"Italian, European",Vegetarian Friendly,"Dinner, Lunch","Reservations, Seating, Parking Available, Digital Payments, Takeout, Outdoor Seating, Highchairs Available, Wheelchair Accessible, Table Service",6782142
#30,Grand Café Den Abazjoer,3.5 of 5 bubbles,59 reviews,$$ - $$$|Belgian|European,"Kerkstraat 2, Lokeren 9160 Belgium",+32 9 348 20 10,http://www.denabazjoer.be/,,False,info@denabazjoer.be,False,False,3.5,4.0,3.5,-1.0,,,No pricing available,"Belgian, European",,"Lunch, Dinner","Reservations, Seating, Wheelchair Accessible, Table Service",8745290
#533,Tasty World,4.0 of 5 bubbles,21 reviews,$$ - $$$|Vegetarian Friendly|Vegan Options,"Walpoortstraat 38, Ghent 9000 Belgium",,http://www.tastyworld.be/en/home,,True,,False,False,4.5,4.0,4.0,-1.0,,,No pricing available,,"Vegetarian Friendly, Vegan Options","Dinner, Lunch",,1089825
#36,Huize Geertrui,3.5 of 5 bubbles,25 reviews,$$ - $$$|Belgian|European,"Vlassenbroek 190, Dendermonde 9200 Belgium",+32 52 52 54 56,http://www.huizegeertrui.be/,,False,info@huizegeertrui.be,False,False,4.0,4.0,4.0,-1.0,,,No pricing available,"Belgian, European",,"Lunch, Dinner, Brunch","Wheelchair Accessible, Table Service, Reservations, Seating",4149501
#6,'T Nivoo,4.0 of 5 bubbles,12 reviews,$$ - $$$|Belgian|Dutch|European,"Burgemeester Omer De Meyplein 16 Beoordelingen Zijn Niet Actueel, Is Overgenomen Door Nieuwe Uitbaters In 2017 ..., Sint-Gillis-Waas 9170 Belgium",+32 495 78 17 72,http://www.tnivoo.be/,,False,info@tnivoo.be,False,False,4.0,4.0,4.0,-1.0,,,No pricing available,"Belgian, Dutch, European",,"Dinner, Lunch","Reservations, Seating, Wheelchair Accessible, Table Service",8524675
#534,Vanilla Lounge,4.0 of 5 bubbles,11 reviews,$$ - $$$,"Ottogracht 24, Ghent 9000 Belgium",+32 486 35 13 05,,,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,,,,"Table Service, Reservations, Seating, Wheelchair Accessible",10428977
#535,Nat Thai Takeaway & Delivery,4.5 of 5 bubbles,8 reviews,$|Thai,"Hogepontstraat 27, Ghent 9050 Belgium",+32 471 82 24 55,http://natthaitakeaway.wixsite.com/home,,True,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,Thai,,Dinner,,21319217
#536,Gentse Leie Vaarders,4.5 of 5 bubbles,7 reviews,$$ - $$$,"Snepkaai 62, Ghent 9000 Belgium",+32 9 220 75 85,http://www.gentseleievaarders.be/,,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,,,,Reservations,4513468
#2,Clubhouse Beveren,4.0 of 5 bubbles,15 reviews,$$ - $$$|French|Belgian|Seafood,"Singelweg 2, Kallo 9130 Belgium",+32 3 575 51 81,http://www.clubhouse-beveren.be/,https://www.clubhouse-beveren.be/#menu,True,info@clubhouse-beveren.be,False,False,4.0,3.5,3.5,-1.0,"Restaurant, bar & meeting room in een groene oase van de Golfclub Beveren.",,€8 - €35,"French, Seafood, Belgian, European",,"Dinner, Lunch","Reservations, Table Service, Seating",10056039
#37,dendermonde restaurant SIRTAKI,4.0 of 5 bubbles,7 reviews,$$ - $$$,"Bogaerdstraat 6, Dendermonde 9200 Belgium",+32 473 68 29 54,http://www.facebook.com/theofanisgrieksrestaurant,,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,,,Dinner,,19259635
#8,Zelzate Dolce Vita,4.0 of 5 bubbles,8 reviews,$$ - $$$|Italian,"Franz Wittoucklaan 25, Zelzate 9060 Belgium",,,,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,Italian,,,Reservations,12613311
#537,Spaans Huis - Hogar Espanol,3.5 of 5 bubbles,12 reviews,$|Seafood,"Hoogstraat 75, Ghent 9000 Belgium",+32 9 225 95 17,,,True,,False,False,3.5,3.0,3.0,-1.0,,,No pricing available,Seafood,,"Lunch, Dinner","Table Service, Reservations, Seating, Wheelchair Accessible",10497337
#1,Frituur Unkerzak,4.5 of 5 bubbles,5 reviews,Belgian|European,"Kalkendorp 1, Kalken 9270 Belgium",,http://www.frituurunkerzak.be/,,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,"Belgian, European",,,,12701622
#12,Kanun Thai,5.0 of 5 bubbles,3 reviews,Asian|Thai,"Denen 67 A, Lochristi 9080 Belgium",+32 9 330 00 81,http://www.kanunthai.be/Contact,,True,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,"Asian, Thai",,"Lunch, Dinner",,21270225
#7,Den Eethoek,4.5 of 5 bubbles,5 reviews,Cafe|Fast Food,"Eekhoekstraat 81, Laarne 9270 Belgium",+32 468 22 39 80,http://www.deneethoek.net/,,False,info@deneethoek.be,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,"Cafe, Fast Food",,,,12949994
#25,Hacienda,4.0 of 5 bubbles,10 reviews,$$ - $$$|Belgian|Dutch|European,"Boelarebos 10, Geraardsbergen 9500 Belgium",+32 54 41 14 03,,,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,€20 - €35,"Dutch, European, Belgian",,,Outdoor Seating,1307816
#46,Brass Monkey,5.0 of 5 bubbles,4 reviews,$$ - $$$|Bar|Grill|Pub,"Apostelstraat 17, Sint-Niklaas 9100 Belgium",+32 3 297 88 22,https://www.facebook.com/Brassmonkey9100/,http://www.brassmonkey.be/,True,brassmonkey9100@gmail.com,False,False,-1.0,-1.0,-1.0,-1.0,,,€5 - €30,"Bar, Grill, Pub, Street Food",,"Dinner, Drinks",Gift Cards Available,17689296
#18,Onder Den Toren,4.5 of 5 bubbles,4 reviews,$,"Dorpstraat 57, Temse 9140 Belgium",+32 460 96 50 99,https://www.facebook.com/Onder-den-Toren-101297621215992/,,False,onderdentorenelversele@gmail.com,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,,,,,19262450
#6,Grade restaurant,3.5 of 5 bubbles,14 reviews,$$ - $$$|Belgian|European,"Ledebergplein 27, Ledeberg 9050 Belgium",+32 9 224 43 85,http://www.grade.be/,http://www.grade.be/#menu,True,,False,False,4.0,4.5,4.0,-1.0,,,No pricing available,"Belgian, European",,"Lunch, Dinner","Reservations, Table Service, Seating",15829599
#4,De Gaard,3.5 of 5 bubbles,17 reviews,$$ - $$$|Belgian|European,"Bazelstraat, Kruibeke Belgium",+32 477 32 61 52,http://www.degaard.be/,http://degaard.be/menu's.html,False,,False,False,3.5,4.0,3.0,-1.0,,,No pricing available,"Belgian, European",,Dinner,"Reservations, Seating, Table Service, Wheelchair Accessible",12606150
#10,Lust,4.0 of 5 bubbles,7 reviews,,"Avil Geerincklaan 2, Zele 9240 Belgium",+32 52 52 59 42,http://www.lustzele.be/,,True,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,,,"Breakfast, Lunch, Dinner",Reservations,15204201
#12,Gardevoo,4.5 of 5 bubbles,3 reviews,Italian|French|Belgian|European,"Markt 36, Lede 9340 Belgium",,,,False,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,"Italian, French, Belgian, European, Grill, Contemporary",,,,23999120
#39,Souplesse Plus,3.5 of 5 bubbles,15 reviews,$$ - $$$|European|Healthy|Soups,"Nederstraat 1, Oudenaarde 9700 Belgium",+32 55 30 30 32,http://www.souplesseplus.be/,http://www.souplesseplus.be/Kaart.php,True,info@souplesseplus.be,False,False,3.0,3.0,3.5,-1.0,,,No pricing available,"Healthy, Soups, European",,Lunch,"Takeout, Reservations, Seating, Wheelchair Accessible, Table Service",12290931
#6,T kwiezientje,4.0 of 5 bubbles,9 reviews,$$ - $$$|Dutch|European,"Stationsstraat 80, Gavere 9890 Belgium",+32 9 384 91 96,http://www.tkwiezientje.be/,,True,,False,False,-1.0,-1.0,-1.0,-1.0,,,No pricing available,"Dutch, European",,"Breakfast, Lunch, Dinner",Reservations,12929300
